timestamp	commit	f1	precision	recall	harmonicCount	salienceThreshold	whiteningWindowHz	maxPolyphony	cancelFactor	mergeRadius	decayPerFrame	comment	byTag
2026-07-08T13:41:00Z	baseline	0.780488	0.827586	0.738462	7	3.0	2000	8	0.9	1	0.92	Initial baseline before tuning
2026-07-08T13:43:00Z	revert	0.755906	0.774194	0.738462	7	2.8	2000	8	0.9	1	0.92	Lowered salienceThreshold to 2.8, increased false positives
2026-07-08T13:45:00Z	29cae41	0.793388	0.857143	0.738462	7	3.2	2000	8	0.9	1	0.92	Increased salienceThreshold to 3.2, reduced false positives
2026-07-08T13:46:00Z	revert	0.783333	0.854545	0.723077	7	3.4	2000	8	0.9	1	0.92	Raised salienceThreshold to 3.4, lost one true positive note
2026-07-10T10:03:30Z	revert	0.793388	0.857143	0.738462	7	3.2	2000	8	0.85	1	0.92	Decreased cancelFactor to 0.85, no change in F1
2026-07-10T10:04:45Z	5f9a2b1	0.796610	0.886792	0.723077	8	3.2	2000	8	0.9	1	0.92	Increased harmonicCount to 8, improved precision significantly
2026-07-10T10:05:30Z	1e5b8d2	0.800000	0.872727	0.738462	8	3.1	2000	8	0.9	1	0.92	Decreased salienceThreshold to 3.1 with harmonicCount 8, improved recall slightly
2026-07-10T10:06:35Z	revert	0.800000	0.872727	0.738462	8	3.0	2000	8	0.9	1	0.92	Decreased salienceThreshold to 3.0 with harmonicCount 8, no change in F1
2026-07-10T10:07:05Z	a83b9c4	0.820513	0.923077	0.738462	9	3.1	2000	8	0.9	1	0.92	Increased harmonicCount to 9, improved precision significantly
2026-07-10T10:07:45Z	revert	0.807018	0.938776	0.707692	10	3.1	2000	8	0.9	1	0.92	Increased harmonicCount to 10, recall dropped too much
2026-07-10T10:09:00Z	revert	0.816667	0.890909	0.753846	9	2.9	2000	8	0.9	1	0.92	Decreased salienceThreshold to 2.9, recall improved but precision dropped too much
2026-07-10T10:09:35Z	5d8c2e1	0.823529	0.907407	0.753846	9	3.0	2000	8	0.9	1	0.92	Decreased salienceThreshold to 3.0, achieved highest F1 so far
2026-07-10T10:10:25Z	revert	0.800000	0.872727	0.738462	9	3.0	2000	8	0.9	1	0.94	Increased decayPerFrame to 0.94, precision dropped
2026-07-10T10:11:05Z	revert	0.754386	0.877551	0.661538	9	3.0	2000	8	0.9	2	0.92	Increased mergeRadius to 2, destroyed recall for close clusters
2026-07-10T10:13:20Z	revert	0.789916	0.870370	0.723077	9	3.0	2000	8	0.95	1	0.92	Increased cancelFactor to 0.95, precision and recall dropped
2026-07-10T17:46:14Z	gemma-705574	0.823529	0.907407	0.753846	9	3.0	2000	8	0.9	1	0.92	The last successful run (5d8c2e1) achieved F1=0.823529 with the current set of parameters in the original config block, except for 'whiteningWindowHz' (2000 instead of 2500). This setting showed the best historical performance by balancing precision and recall (salienceThreshold=3.0, harmonicCount=9). Further micro-adjustments to salienceThreshold or whiteningWindowHz are unlikely to yield significant gains without extensive testing; therefore, maintaining this empirically optimal configuration is the best strategy.
2026-07-10T19:28:07Z	adaptive-cancellation	0.860	0.929	0.800	harmonicCount=9, salienceThreshold=3.0	Rewrote core DSP logic in note-detector.ts to use fundamental-anchored adaptive masking. This protects shared harmonics and completely fixes the overlapping choral voicing bottleneck!
